1	4
2	0.556903
3	0.0567502
4	0.00566225
5	0.000563477
6	5.60412e-05
7	5.57149e-06
8	5.53691e-07
9	5.50128e-08
10	5.47679e-09
10	4
11	0.438358
12	0.0472379
13	0.00509228
14	0.00054985
15	5.94733e-05
16	6.44361e-06
17	6.99175e-07
18	7.59909e-08
19	8.29644e-09
19	4
20	0.453162
21	0.0506696
22	0.00567981
23	0.000638936
24	7.21248e-05
25	8.16796e-06
26	9.2779e-07
27	1.05739e-07
28	1.20667e-08
29	1.26929e-09
29	4
30	0.468216
31	0.0543313
32	0.00633756
33	0.000743584
34	8.77206e-05
35	1.03992e-05
36	1.2382e-06
37	1.47913e-07
38	1.78142e-08
39	2.15607e-09
39	4
40	0.483525
41	0.0582344
42	0.00707248
43	0.000866155
44	0.000106871
45	1.32717e-05
46	1.65719e-06
47	2.07886e-07
48	2.6262e-08
49	3.24646e-09
49	4
50	0.499091
51	0.0623912
52	0.00789219
53	0.00100933
54	0.000130299
55	1.69522e-05
56	2.21955e-06
57	2.92014e-07
58	3.85521e-08
59	5.09854e-09
59	4
60	0.514918
61	0.0668145
62	0.00880495
63	0.00117614
64	0.000158858
65	2.16464e-05
66	2.9697e-06
67	4.095e-07
68	5.67061e-08
69	7.89691e-09
69	4
70	0.53101
71	0.0715179
72	0.00981976
73	0.00137003
74	0.000193558
75	2.76073e-05
76	3.96535e-06
77	5.72379e-07
78	8.28957e-08
79	1.21058e-08
80	1.75521e-09
80	4
81	0.547369
82	0.0765153
83	0.0109464
84	0.00159488
85	0.000235585
86	3.51461e-05
87	5.27991e-06
88	7.97028e-07
89	1.20586e-07
90	1.83392e-08
91	2.81844e-09
91	4
92	0.563996
93	0.0818216
94	0.0121956
95	0.0018551
96	0.000286338
97	4.46444e-05
98	7.00754e-06
99	1.10466e-06
100	1.74613e-07
101	2.76249e-08
102	4.4047e-09
102	4
103	0.580893
104	0.0874522
105	0.0135789
106	0.00215566
107	0.000347462
108	5.65688e-05
109	9.26793e-06
110	1.52425e-06
111	2.51227e-07
112	4.13932e-08
113	6.91661e-09
113	4
114	0.59806
115	0.0934232
116	0.0151088
117	0.00250218
118	0.000420888
119	7.14897e-05
120	1.22136e-05
121	2.09351e-06
122	3.59401e-07
123	6.1778e-08
124	1.06462e-08
125	1.85022e-09
125	4
126	0.615496
127	0.0997512
128	0.0167992
129	0.00290099
130	0.000508881
131	9.01023e-05
132	1.60375e-05
133	2.86245e-06
134	5.11541e-07
135	9.14638e-08
136	1.64116e-08
137	2.90588e-09
137	4
138	0.633198
139	0.106453
140	0.0186647
141	0.00335926
142	0.000614097
143	0.000113254
144	2.09843e-05
145	3.89686e-06
146	7.24438e-07
147	1.34611e-07
148	2.50991e-08
149	4.62958e-09
149	4
150	0.651162
151	0.113548
152	0.0207216
153	0.00388503
154	0.000739642
155	0.000141974
156	2.73629e-05
157	5.28315e-06
158	1.02068e-06
159	1.97173e-07
160	3.808e-08
161	7.35358e-09
161	4
162	0.669383
163	0.121052
164	0.0229871
165	0.00448738
166	0.000889153
167	0.000177514
168	3.55632e-05
169	7.13432e-06
170	1.43163e-06
171	2.87272e-07
172	5.76273e-08
173	1.15226e-08
174	2.33094e-09
174	4
175	0.687851
176	0.128984
177	0.0254801
178	0.00517652
179	0.00106687
180	0.000221391
181	4.60756e-05
182	9.59831e-06
183	1.99959e-06
184	4.16436e-07
185	8.66865e-08
186	1.80935e-08
187	3.72847e-09
187	4
188	0.706555
189	0.137364
190	0.0282206
191	0.00596388
192	0.00127775
193	0.000275442
194	5.95169e-05
195	1.2868e-05
196	2.78171e-06
197	6.01133e-07
198	1.29786e-07
199	2.80629e-08
200	6.02658e-09
200	4
201	0.725481
202	0.146208
203	0.0312304
204	0.0068623
205	0.00152757
206	0.000341889
207	7.66609e-05
208	1.71944e-05
209	3.85537e-06
210	8.63989e-07
211	1.9352e-07
212	4.33644e-08
213	9.6851e-09
213	4
214	0.744611
215	0.155535
216	0.0345327
217	0.00788612
218	0.00182301
219	0.000423411
220	9.84769e-05
221	2.2904e-05
222	5.32466e-06
223	1.23714e-06
224	2.87326e-07
225	6.67113e-08
226	1.54772e-08
227	3.58563e-09
227	4
228	0.76392
229	0.165361
230	0.0381519
231	0.00905134
232	0.00217187
233	0.000523241
234	0.000126177
